발생년,발생년월일시,주야,요일,사망자수,사상자수,발생지시도,발생지시군구
2014,2014042323,야간,수,1,1,제주,제주시
2014,2014042120,야간,월,1,1,경남,밀양시
2014,2014042207,주간,화,1,1,전남,여수시
2014,2014051208,주간,월,1,1,경남,함양군
2014,2014051319,야간,화,1,1,전북,익산시
2014,2014050116,주간,목,1,1,인천,서구
2014,2014043016,주간,수,1,5,경기,남양주시
2014,2014043014,주간,수,1,1,경남,창원시(통합)
2014,2014042916,주간,화,1,1,경기,가평군
2014,2014042919,야간,화,1,2,전남,목포시
2014,2014050303,야간,토,1,1,서울,노원구
2014,2014050314,주간,토,1,1,대전,서구
2014,2014050313,주간,토,1,1,전북,순창군
2014,2014050301,야간,토,1,1,경기,이천시
2014,2014041818,야간,금,1,2,대구,달성군
2014,2014051212,주간,월,1,1,충남,계룡시
2014,2014051317,주간,화,1,1,충남,부여군
2014,2014051316,주간,화,1,1,부산,남구
2014,2014051313,주간,화,1,1,강원,원주시
2014,2014051414,주간,수,1,1,광주,광산구
2014,2014051211,주간,월,1,1,강원,평창군
2014,2014051215,주간,월,1,2,전남,화순군
2014,2014042908,주간,화,1,1,부산,진구
2014,2014042708,주간,일,1,1,경기,안양시
2014,2014033117,주간,월,1,1,서울,광진구
2014,2014033108,주간,월,1,1,서울,종로구
2014,2014041203,야간,토,1,1,경기,안산시
