행정구역별,연도별,연령별,총인구,총인구_남자,총인구_여자,내국인_남자,내국인_여자,총인구_외국인,외국인_남자,외국인_여자,외국인비율
전북 전주,2017,합계,656956,324695,332261,320780,327891,8285,3915,4370,0.0126
전북 전주,2017,0~4세,26613,13664,12949,13597,12885,131,67,64,0.0049
전북 전주,2017,5~9세,31816,16271,15545,16241,15512,63,30,33,0.002
전북 전주,2017,10~14세,33611,17508,16103,17493,16089,29,15,14,0.0009
전북 전주,2017,15~19세,47188,24341,22847,24099,22577,512,242,270,0.0109
전북 전주,2017,20~24세,53464,28217,25247,27259,24110,2095,958,1137,0.0392
전북 전주,2017,25~29세,40867,21432,19435,20718,18653,1496,714,782,0.0366
전북 전주,2017,30~34세,38973,19665,19308,19182,18771,1020,483,537,0.0262
전북 전주,2017,35~39세,47398,23505,23893,23174,23581,643,331,312,0.0136
전북 전주,2017,40~44세,51860,25194,26666,24952,26413,495,242,253,0.0095
전북 전주,2017,45~49세,58510,29051,29459,28782,29183,545,269,276,0.0093
전북 전주,2017,50~54세,51889,25774,26115,25561,25841,487,213,274,0.0094
전북 전주,2017,55~59세,50843,24981,25862,24830,25672,341,151,190,0.0067
전북 전주,2017,60~64세,37729,18382,19347,18267,19218,244,115,129,0.0065
전북 전주,2017,65~69세,28332,13501,14831,13463,14783,86,38,48,0.003
전북 전주,2017,70~74세,20802,9627,11175,9601,11150,51,26,25,0.0025
전북 전주,2017,75~79세,18010,7548,10462,7538,10448,24,10,14,0.0013
전북 전주,2017,80~84세,11403,4068,7335,4060,7327,16,8,8,0.0014
전북 전주,2017,85세이상,7648,1966,5682,1963,5678,7,3,4,0.0009
전북 전주,2017,85~89세,5457,1526,3931,1523,3928,6,3,3,0.0011
전북 전주,2017,90~94세,1688,372,1316,372,1316,0,0,0,0
전북 전주,2017,95~99세,455,63,392,63,392,0,0,0,0
전북 전주,2017,100세이상,48,5,43,5,42,1,0,1,0.0208
전북 전주,2017,15세미만,92040,47443,44597,47331,44486,223,112,111,0.0024
전북 전주,2017,15~64세,478721,240542,238179,236824,234019,7878,3718,4160,0.0165
전북 전주,2017,65세이상,86195,36710,49485,36625,49386,184,85,99,0.0021
전북 전주,2017,평균연령,40.1,38.9,41.2,39,41.3,-0.2,-0.1,-0.1,-0.005
전북 전주,2017,중위연령,40.9,39.5,42.2,39.7,42.4,-0.4,-0.2,-0.2,-0.0098
전북 군산,2017,합계,273649,139957,133692,135901,131382,6366,4056,2310,0.0233
전북 군산,2017,0~4세,11717,5992,5725,5960,5705,52,32,20,0.0044
전북 군산,2017,5~9세,13173,6808,6365,6786,6345,42,22,20,0.0032
전북 군산,2017,10~14세,12765,6564,6201,6554,6188,23,10,13,0.0018
전북 군산,2017,15~19세,16967,8979,7988,8926,7926,115,53,62,0.0068
전북 군산,2017,20~24세,18448,10396,8052,10024,7780,644,372,272,0.0349
전북 군산,2017,25~29세,14553,8161,6392,7275,6004,1274,886,388,0.0875
전북 군산,2017,30~34세,16173,8796,7377,7928,7061,1184,868,316,0.0732
전북 군산,2017,35~39세,21063,11227,9836,10693,9596,774,534,240,0.0367
전북 군산,2017,40~44세,21711,11389,10322,11001,10122,588,388,200,0.0271
전북 군산,2017,45~49세,23640,12587,11053,12273,10832,535,314,221,0.0226
전북 군산,2017,50~54세,20457,10639,9818,10398,9617,442,241,201,0.0216
전북 군산,2017,55~59세,22000,10987,11013,10845,10848,307,142,165,0.014
전북 군산,2017,60~64세,17762,8968,8794,8875,8694,193,93,100,0.0109
전북 군산,2017,65~69세,13769,6773,6996,6721,6948,100,52,48,0.0073
전북 군산,2017,70~74세,10758,5011,5747,4979,5723,56,32,24,0.0052
전북 군산,2017,75~79세,9061,3685,5376,3678,5366,17,7,10,0.0019
전북 군산,2017,80~84세,5682,2050,3632,2042,3623,17,8,9,0.003
전북 군산,2017,85세이상,3950,945,3005,943,3004,3,2,1,0.0008
전북 군산,2017,85~89세,2890,714,2176,712,2176,2,2,0,0.0007
전북 군산,2017,90~94세,854,181,673,181,672,1,0,1,0.0012
전북 군산,2017,95~99세,184,45,139,45,139,0,0,0,0
전북 군산,2017,100세이상,22,5,17,5,17,0,0,0,0
전북 군산,2017,15세미만,37655,19364,18291,19300,18238,117,64,53,0.0031
전북 군산,2017,15~64세,192774,102129,90645,98238,88480,6056,3891,2165,0.0314
전북 군산,2017,65세이상,43220,18464,24756,18363,24664,193,101,92,0.0045
전북 군산,2017,평균연령,41.8,40.4,43.2,40.5,43.3,-0.2,-0.1,-0.1,-0.0048
전북 군산,2017,중위연령,42.9,41.4,44.3,41.9,44.5,-0.7,-0.5,-0.2,-0.0163
전북 익산,2017,합계,298928,150084,148844,146941,146022,5965,3143,2822,0.02
전북 익산,2017,0~4세,10850,5606,5244,5579,5234,37,27,10,0.0034
전북 익산,2017,5~9세,12929,6565,6364,6550,6349,30,15,15,0.0023
전북 익산,2017,10~14세,13530,6901,6629,6894,6622,14,7,7,0.001
전북 익산,2017,15~19세,20202,10998,9204,10808,9038,356,190,166,0.0176
전북 익산,2017,20~24세,25276,14012,11264,13343,10626,1307,669,638,0.0517
전북 익산,2017,25~29세,17799,9840,7959,9168,7448,1183,672,511,0.0665
전북 익산,2017,30~34세,15830,8299,7531,7827,7193,810,472,338,0.0512
전북 익산,2017,35~39세,19167,9915,9252,9606,8982,579,309,270,0.0302
전북 익산,2017,40~44세,21444,10946,10498,10752,10315,377,194,183,0.0176
전북 익산,2017,45~49세,24760,12415,12345,12252,12164,344,163,181,0.0139
전북 익산,2017,50~54세,23790,12113,11677,11929,11486,375,184,191,0.0158
전북 익산,2017,55~59세,24935,12471,12464,12357,12308,270,114,156,0.0108
전북 익산,2017,60~64세,19492,9726,9766,9657,9680,155,69,86,0.008
전북 익산,2017,65~69세,14871,7174,7697,7138,7662,71,36,35,0.0048
전북 익산,2017,70~74세,11219,5115,6104,5106,6093,20,9,11,0.0018
전북 익산,2017,75~79세,10739,4262,6477,4256,6460,23,6,17,0.0021
전북 익산,2017,80~84세,7171,2470,4701,2465,4696,10,5,5,0.0014
전북 익산,2017,85세이상,4924,1256,3668,1254,3666,4,2,2,0.0008
전북 익산,2017,85~89세,3560,953,2607,951,2605,4,2,2,0.0011
전북 익산,2017,90~94세,1099,257,842,257,842,0,0,0,0
전북 익산,2017,95~99세,229,41,188,41,188,0,0,0,0
전북 익산,2017,100세이상,36,5,31,5,31,0,0,0,0
전북 익산,2017,15세미만,37309,19072,18237,19023,18205,81,49,32,0.0022
전북 익산,2017,15~64세,212695,110735,101960,107699,99240,5756,3036,2720,0.0271
전북 익산,2017,65세이상,48924,20277,28647,20219,28577,128,58,70,0.0026
전북 익산,2017,평균연령,42.2,40.5,43.8,40.7,44,-0.4,-0.2,-0.2,-0.0095
전북 익산,2017,중위연령,43.4,41.4,45.2,41.8,45.5,-0.7,-0.4,-0.3,-0.0161
전북 정읍,2017,합계,109263,54322,54941,52692,53837,2734,1630,1104,0.025
전북 정읍,2017,0~4세,3347,1741,1606,1736,1600,11,5,6,0.0033
전북 정읍,2017,5~9세,4196,2204,1992,2200,1990,6,4,2,0.0014
전북 정읍,2017,10~14세,4675,2472,2203,2467,2197,11,5,6,0.0024
전북 정읍,2017,15~19세,6065,3125,2940,3094,2911,60,31,29,0.0099
전북 정읍,2017,20~24세,5712,3306,2406,3048,2261,403,258,145,0.0706
전북 정읍,2017,25~29세,4958,2743,2215,2387,1997,574,356,218,0.1158
전북 정읍,2017,30~34세,4797,2622,2175,2311,2019,467,311,156,0.0974
전북 정읍,2017,35~39세,6130,3229,2901,3018,2790,322,211,111,0.0525
전북 정읍,2017,40~44세,7326,3847,3479,3736,3405,185,111,74,0.0253
전북 정읍,2017,45~49세,8562,4591,3971,4495,3874,193,96,97,0.0225
전북 정읍,2017,50~54세,8515,4573,3942,4489,3857,169,84,85,0.0198
전북 정읍,2017,55~59세,9438,4866,4572,4811,4491,136,55,81,0.0144
전북 정읍,2017,60~64세,7999,3947,4052,3880,4005,114,67,47,0.0143
전북 정읍,2017,65~69세,6959,3351,3608,3327,3585,47,24,23,0.0068
전북 정읍,2017,70~74세,6192,2730,3462,2723,3452,17,7,10,0.0027
전북 정읍,2017,75~79세,6662,2603,4059,2603,4051,8,0,8,0.0012
전북 정읍,2017,80~84세,4790,1657,3133,1653,3129,8,4,4,0.0017
전북 정읍,2017,85세이상,2940,715,2225,714,2223,3,1,2,0.001
전북 정읍,2017,85~89세,2144,550,1594,549,1592,3,1,2,0.0014
전북 정읍,2017,90~94세,607,135,472,135,472,0,0,0,0
전북 정읍,2017,95~99세,177,28,149,28,149,0,0,0,0
전북 정읍,2017,100세이상,12,0,10,0,10,0,0,0,0
전북 정읍,2017,15세미만,12218,6417,5801,6403,5787,28,14,14,0.0023
전북 정읍,2017,15~64세,69502,36849,32653,35269,31610,2623,1580,1043,0.0377
전북 정읍,2017,65세이상,27543,11056,16487,11020,16440,83,36,47,0.003
전북 정읍,2017,평균연령,47.1,44.8,49.4,45.1,49.7,-0.6,-0.3,-0.3,-0.0127
전북 정읍,2017,중위연령,49.4,47.1,52.1,47.7,52.5,-1,-0.6,-0.4,-0.0202
전북 남원,2017,합계,79282,38900,40382,38400,39728,1154,500,654,0.0146
전북 남원,2017,0~4세,2527,1324,1203,1320,1199,8,4,4,0.0032
전북 남원,2017,5~9세,3116,1643,1473,1642,1471,3,1,2,0.001
전북 남원,2017,10~14세,3493,1788,1705,1787,1704,2,1,1,0.0006
전북 남원,2017,15~19세,4133,2231,1902,2224,1894,15,7,8,0.0036
전북 남원,2017,20~24세,4028,2378,1650,2316,1566,146,62,84,0.0362
전북 남원,2017,25~29세,3216,1725,1491,1642,1382,192,83,109,0.0597
전북 남원,2017,30~34세,3207,1681,1526,1607,1439,161,74,87,0.0502
전북 남원,2017,35~39세,4104,2041,2063,1994,1981,129,47,82,0.0314
전북 남원,2017,40~44세,5259,2710,2549,2661,2495,103,49,54,0.0196
전북 남원,2017,45~49세,6393,3402,2991,3352,2927,114,50,64,0.0178
전북 남원,2017,50~54세,6042,3205,2837,3170,2775,97,35,62,0.0161
전북 남원,2017,55~59세,7172,3636,3536,3612,3492,68,24,44,0.0095
전북 남원,2017,60~64세,5962,2962,3000,2925,2971,66,37,29,0.0111
전북 남원,2017,65~69세,5264,2466,2798,2447,2787,30,19,11,0.0057
전북 남원,2017,70~74세,4416,1947,2469,1944,2462,10,3,7,0.0023
전북 남원,2017,75~79세,4981,1915,3066,1914,3062,5,1,4,0.001
전북 남원,2017,80~84세,3582,1195,2387,1195,2386,1,0,1,0.0003
전북 남원,2017,85세이상,2387,651,1736,648,1735,4,3,1,0.0017
전북 남원,2017,85~89세,1656,477,1179,477,1178,1,0,1,0.0006
전북 남원,2017,90~94세,577,144,433,141,433,3,3,0,0.0052
전북 남원,2017,95~99세,138,29,109,29,109,0,0,0,0
전북 남원,2017,100세이상,16,0,15,0,15,0,0,0,0
전북 남원,2017,15세미만,9136,4755,4381,4749,4374,13,6,7,0.0014
전북 남원,2017,15~64세,49516,25971,23545,25503,22922,1091,468,623,0.022
전북 남원,2017,65세이상,20630,8174,12456,8148,12432,50,26,24,0.0024
전북 남원,2017,평균연령,47.7,45.2,50,45.3,50.2,-0.3,-0.1,-0.2,-0.0063
전북 남원,2017,중위연령,50.1,47.9,52.7,48.1,53.1,-0.6,-0.2,-0.4,-0.012
전북 김제,2017,합계,82358,40867,41491,39367,40744,2247,1500,747,0.0273
전북 김제,2017,0~4세,2351,1197,1154,1194,1152,5,3,2,0.0021
전북 김제,2017,5~9세,2922,1483,1439,1478,1433,11,5,6,0.0038
전북 김제,2017,10~14세,2838,1449,1389,1448,1384,6,1,5,0.0021
전북 김제,2017,15~19세,3624,1944,1680,1931,1675,18,13,5,0.005
전북 김제,2017,20~24세,4093,2458,1635,2261,1539,293,197,96,0.0716
전북 김제,2017,25~29세,3662,2081,1581,1729,1415,518,352,166,0.1415
전북 김제,2017,30~34세,3644,2031,1613,1681,1504,459,350,109,0.126
전북 김제,2017,35~39세,4418,2498,1920,2253,1833,332,245,87,0.0751
전북 김제,2017,40~44세,4883,2734,2149,2612,2102,169,122,47,0.0346
전북 김제,2017,45~49세,5641,3134,2507,3054,2435,152,80,72,0.0269
전북 김제,2017,50~54세,5985,3173,2812,3128,2753,104,45,59,0.0174
전북 김제,2017,55~59세,7493,3739,3754,3704,3715,74,35,39,0.0099
전북 김제,2017,60~64세,6727,3358,3369,3334,3336,57,24,33,0.0085
전북 김제,2017,65~69세,6032,2843,3189,2822,3174,36,21,15,0.006
전북 김제,2017,70~74세,5217,2301,2916,2296,2914,7,5,2,0.0013
전북 김제,2017,75~79세,5763,2268,3495,2268,3495,0,0,0,0
전북 김제,2017,80~84세,4247,1422,2825,1420,2822,5,2,3,0.0012
전북 김제,2017,85세이상,2818,754,2064,754,2063,1,0,1,0.0004
전북 김제,2017,85~89세,2075,582,1493,582,1492,1,0,1,0.0005
전북 김제,2017,90~94세,605,149,456,149,456,0,0,0,0
전북 김제,2017,95~99세,125,22,103,22,103,0,0,0,0
전북 김제,2017,100세이상,13,0,12,0,12,0,0,0,0
전북 김제,2017,15세미만,8111,4129,3982,4120,3969,22,9,13,0.0027
전북 김제,2017,15~64세,50170,27150,23020,25687,22307,2176,1463,713,0.0434
전북 김제,2017,65세이상,24077,9588,14489,9560,14468,49,28,21,0.002
전북 김제,2017,평균연령,49.5,46.8,52.1,47.2,52.4,-0.7,-0.4,-0.3,-0.0141
전북 김제,2017,중위연령,52.7,49.1,56.3,50.1,56.6,-1.3,-1,-0.3,-0.0247
전라남도,2017,합계,1792319,899077,893242,876537,878570,37212,22540,14672,0.0208
전라남도,2017,0~4세,70463,36156,34307,36064,34226,173,92,81,0.0025
전라남도,2017,5~9세,77847,39799,38048,39735,37972,140,64,76,0.0018
전라남도,2017,10~14세,77604,40141,37463,40090,37414,100,51,49,0.0013
전라남도,2017,15~19세,101276,54087,47189,53845,46909,522,242,280,0.0052
전라남도,2017,20~24세,99316,58188,41128,54839,39138,5339,3349,1990,0.0538
전라남도,2017,25~29세,85448,46344,39104,40729,36189,8530,5615,2915,0.0998
전라남도,2017,30~34세,92737,48937,43800,44737,41545,6455,4200,2255,0.0696
전라남도,2017,35~39세,116128,61550,54578,58617,53093,4418,2933,1485,0.038
전라남도,2017,40~44세,122230,64817,57413,62868,56275,3087,1949,1138,0.0253
전라남도,2017,45~49세,144949,77420,67529,75950,66216,2783,1470,1313,0.0192
전라남도,2017,50~54세,143640,76408,67232,75379,65924,2337,1029,1308,0.0163
전라남도,2017,55~59세,153229,78047,75182,77354,74324,1551,693,858,0.0101
전라남도,2017,60~64세,119939,60069,59870,59567,59366,1006,502,504,0.0084
전라남도,2017,65~69세,104820,51048,53772,50823,53534,463,225,238,0.0044
전라남도,2017,70~74세,89148,39617,49531,39557,49445,146,60,86,0.0016
전라남도,2017,75~79세,94255,37121,57134,37081,57078,96,40,56,0.001
전라남도,2017,80~84세,59382,19650,39732,19629,39707,46,21,25,0.0008
전라남도,2017,85세이상,39908,9678,30230,9673,30215,20,5,15,0.0005
전라남도,2017,85~89세,29278,7522,21756,7518,21744,16,4,12,0.0005
전라남도,2017,90~94세,8387,1797,6590,1796,6588,3,1,2,0.0004
전라남도,2017,95~99세,2023,337,1686,337,1685,1,0,1,0.0005
전라남도,2017,100세이상,220,22,198,22,198,0,0,0,0
전라남도,2017,15세미만,225914,116096,109818,115889,109612,413,207,206,0.0018
전라남도,2017,15~64세,1178892,625867,553025,603885,538979,36028,21982,14046,0.0306
전라남도,2017,65세이상,387513,157114,230399,156763,229979,771,351,420,0.002
전라남도,2017,평균연령,45,43,47,43.2,47.2,-0.4,-0.2,-0.2,-0.0089
전라남도,2017,중위연령,46.9,45,49,45.5,49.3,-0.8,-0.5,-0.3,-0.0171
전남 목포,2017,합계,233948,117464,116484,115566,114996,3386,1898,1488,0.0145
전남 목포,2017,0~4세,9679,5032,4647,5016,4626,37,16,21,0.0038
전남 목포,2017,5~9세,12725,6463,6262,6452,6250,23,11,12,0.0018
전남 목포,2017,10~14세,12262,6262,6000,6257,5994,11,5,6,0.0009
전남 목포,2017,15~19세,14849,7936,6913,7917,6893,39,19,20,0.0026
전남 목포,2017,20~24세,15246,8724,6522,8529,6358,359,195,164,0.0235
전남 목포,2017,25~29세,11528,5900,5628,5532,5330,666,368,298,0.0578
전남 목포,2017,30~34세,13649,7016,6633,6691,6430,528,325,203,0.0387
전남 목포,2017,35~39세,18676,9852,8824,9576,8675,425,276,149,0.0228
전남 목포,2017,40~44세,19108,9853,9255,9628,9138,342,225,117,0.0179
전남 목포,2017,45~49세,20466,10601,9865,10418,9724,324,183,141,0.0158
전남 목포,2017,50~54세,18443,9339,9104,9227,8958,258,112,146,0.014
전남 목포,2017,55~59세,18935,9238,9697,9160,9599,176,78,98,0.0093
전남 목포,2017,60~64세,14100,6942,7158,6892,7106,102,50,52,0.0072
전남 목포,2017,65~69세,11215,5288,5927,5266,5892,57,22,35,0.0051
전남 목포,2017,70~74세,8882,4054,4828,4047,4817,18,7,11,0.002
전남 목포,2017,75~79세,7498,3016,4482,3010,4472,16,6,10,0.0021
전남 목포,2017,80~84세,3982,1309,2673,1309,2670,3,0,3,0.0008
전남 목포,2017,85세이상,2705,639,2066,639,2064,2,0,2,0.0007
전남 목포,2017,85~89세,1941,488,1453,488,1451,2,0,2,0.001
전남 목포,2017,90~94세,614,120,494,120,494,0,0,0,0
전남 목포,2017,95~99세,140,30,110,30,110,0,0,0,0
전남 목포,2017,100세이상,10,0,9,0,9,0,0,0,0
전남 목포,2017,15세미만,34666,17757,16909,17725,16870,71,32,39,0.002
전남 목포,2017,15~64세,165000,85401,79599,83570,78211,3219,1831,1388,0.0195
전남 목포,2017,65세이상,34282,14306,19976,14271,19915,96,35,61,0.0028
전남 목포,2017,평균연령,41,39.6,42.5,39.7,42.5,-0.1,-0.1,0,-0.0024
전남 목포,2017,중위연령,42.3,40.8,43.8,41,43.9,-0.3,-0.2,-0.1,-0.0071
전남 여수,2017,합계,271741,139146,132595,135690,131068,4983,3456,1527,0.0183
전남 여수,2017,0~4세,11412,5913,5499,5908,5495,9,5,4,0.0008
전남 여수,2017,5~9세,12306,6209,6097,6207,6088,11,2,9,0.0009
전남 여수,2017,10~14세,12567,6499,6068,6495,6063,9,4,5,0.0007
전남 여수,2017,15~19세,15277,8410,6867,8388,6849,40,22,18,0.0026
전남 여수,2017,20~24세,15004,9133,5871,8823,5708,473,310,163,0.0315
전남 여수,2017,25~29세,14602,8111,6491,7314,6205,1083,797,286,0.0742
전남 여수,2017,30~34세,15696,8617,7079,7892,6811,993,725,268,0.0633
전남 여수,2017,35~39세,19482,10347,9135,9773,8963,746,574,172,0.0383
전남 여수,2017,40~44세,20043,10602,9441,10164,9306,573,438,135,0.0286
전남 여수,2017,45~49세,23463,12353,11110,12043,10966,454,310,144,0.0193
전남 여수,2017,50~54세,22875,11871,11004,11745,10862,268,126,142,0.0117
전남 여수,2017,55~59세,23762,11806,11956,11742,11875,145,64,81,0.0061
전남 여수,2017,60~64세,18667,9294,9373,9248,9318,101,46,55,0.0054
전남 여수,2017,65~69세,15554,7778,7776,7759,7753,42,19,23,0.0027
전남 여수,2017,70~74세,11390,5283,6107,5276,6095,19,7,12,0.0017
전남 여수,2017,75~79세,9829,4037,5792,4033,5789,7,4,3,0.0007
전남 여수,2017,80~84세,5640,1955,3685,1952,3680,8,3,5,0.0014
전남 여수,2017,85세이상,4172,928,3244,928,3242,2,0,2,0.0005
전남 여수,2017,85~89세,3034,741,2293,741,2291,2,0,2,0.0007
전남 여수,2017,90~94세,900,159,741,159,741,0,0,0,0
전남 여수,2017,95~99세,216,25,191,25,191,0,0,0,0
전남 여수,2017,100세이상,22,0,19,0,19,0,0,0,0
전남 여수,2017,15세미만,36285,18621,17664,18610,17646,29,11,18,0.0008
전남 여수,2017,15~64세,188871,100544,88327,97132,86863,4876,3412,1464,0.0258
전남 여수,2017,65세이상,46585,19981,26604,19948,26559,78,33,45,0.0017
전남 여수,2017,평균연령,43,41.4,44.7,41.6,44.8,-0.3,-0.2,-0.1,-0.007
전남 여수,2017,중위연령,44.9,43.1,46.7,43.6,46.9,-0.7,-0.5,-0.2,-0.0156
전남 순천,2017,합계,266809,132657,134152,131712,132965,2132,945,1187,0.008
전남 순천,2017,0~4세,11395,5861,5534,5848,5527,20,13,7,0.0018
전남 순천,2017,5~9세,13536,7007,6529,7000,6527,9,7,2,0.0007
전남 순천,2017,10~14세,14228,7349,6879,7347,6874,7,2,5,0.0005
전남 순천,2017,15~19세,18024,9587,8437,9540,8410,74,47,27,0.0041
전남 순천,2017,20~24세,18597,10340,8257,10217,8076,304,123,181,0.0163
전남 순천,2017,25~29세,14120,7398,6722,7198,6495,427,200,227,0.0302
전남 순천,2017,30~34세,14799,7379,7420,7250,7238,311,129,182,0.021
전남 순천,2017,35~39세,18488,9143,9345,9033,9228,227,110,117,0.0123
전남 순천,2017,40~44세,20600,9915,10685,9834,10591,175,81,94,0.0085
전남 순천,2017,45~49세,24549,12126,12423,12057,12314,178,69,109,0.0073
전남 순천,2017,50~54세,23163,11746,11417,11700,11320,143,46,97,0.0062
전남 순천,2017,55~59세,22170,11246,10924,11199,10848,123,47,76,0.0055
전남 순천,2017,60~64세,14994,7554,7440,7521,7405,68,33,35,0.0045
전남 순천,2017,65~69세,11641,5819,5822,5792,5803,46,27,19,0.004
전남 순천,2017,70~74세,8727,3969,4758,3965,4753,9,4,5,0.001
전남 순천,2017,75~79세,8348,3379,4969,3376,4966,6,3,3,0.0007
전남 순천,2017,80~84세,5600,1859,3741,1855,3741,4,4,0,0.0007
전남 순천,2017,85세이상,3830,980,2850,980,2849,1,0,1,0.0003
전남 순천,2017,85~89세,2779,758,2021,758,2020,1,0,1,0.0004
전남 순천,2017,90~94세,820,188,632,188,632,0,0,0,0
전남 순천,2017,95~99세,211,33,178,33,178,0,0,0,0
전남 순천,2017,100세이상,20,0,19,0,19,0,0,0,0
전남 순천,2017,15세미만,39159,20217,18942,20195,18928,36,22,14,0.0009
전남 순천,2017,15~64세,189504,96434,93070,95549,91925,2030,885,1145,0.0107
전남 순천,2017,65세이상,38146,16006,22140,15968,22112,66,38,28,0.0017
전남 순천,2017,평균연령,41,39.6,42.3,39.7,42.4,-0.2,-0.1,-0.1,-0.0049
전남 순천,2017,중위연령,42.7,41.3,43.9,41.4,44,-0.2,-0.1,-0.1,-0.0047
전남 나주,2017,합계,105579,52440,53139,50692,51775,3112,1748,1364,0.0295
전남 나주,2017,0~4세,5280,2706,2574,2698,2559,23,8,15,0.0044
전남 나주,2017,5~9세,4735,2433,2302,2425,2295,15,8,7,0.0032
전남 나주,2017,10~14세,3913,2015,1898,2012,1892,9,3,6,0.0023
전남 나주,2017,15~19세,5666,2882,2784,2822,2705,139,60,79,0.0245
전남 나주,2017,20~24세,5892,3165,2727,2745,2450,697,420,277,0.1183
전남 나주,2017,25~29세,5760,2954,2806,2560,2524,676,394,282,0.1174
